NumerOfFollowings,NumberOfFollowers,NumberOfTweets,LengthOfScreenName,LengthOfDescriptionInUserProfile,CreatedAt_encoded,CollectedAt_encoded,class
1236,242,1891,6,0,31472,31495,1
316,57,325,15,93,31473,31496,1
184,3,2,9,0,31474,31497,1
522,69,9,8,0,31475,31498,1
1121,273,27,14,93,31476,31499,1
515,56,9,12,0,31477,31500,1
650,85,8,13,0,31478,31501,1
1639,347,1,10,82,31479,31502,1
502,79,11,10,0,31480,31503,1
570,61,32,15,61,31481,31504,1
687,288,16,11,0,31482,31505,1
63,2,3,10,0,31483,31506,1
392,8,3,9,0,31484,31507,1
664,21,650,13,0,31485,31508,1
1871,187,191,12,0,31486,31509,1
622,166,23,15,0,31487,31510,1
1011,82,106,10,0,31488,31511,1
479,410,486,15,113,31489,31512,1
585,165,14,15,0,31490,31513,1
1155,100,65,10,143,31491,31514,1
109,2,140,11,43,31492,31515,1
856,102,293,8,0,31493,31516,1
238,97,9,10,0,31494,31517,1
1300,638,3,13,153,31495,31518,1
248,42,70,15,62,31496,31519,1
862,487,332,12,142,31497,31520,1
1001,104,10,12,63,31498,31521,1
407,454,10764,9,50,31499,31522,1
298,25,5,15,65,31500,31523,1
979,465,307,9,119,31501,31524,1
249,42,1,12,63,31502,31525,1
148,17,14,7,0,31503,31526,1
2001,488,69,14,0,31504,31527,1
195,0,0,10,0,31505,31528,1
586,194,0,14,0,31506,31529,1
433,110,0,10,0,31507,31530,1
417,53,0,11,0,31508,31531,1
240,96,204,11,84,31509,31532,1
1170,708,474,14,114,31510,31533,1
404,72,13,11,101,31511,31534,1
628,534,28,10,123,31512,31535,1
536,557,6,14,0,31513,31536,1
1685,737,94,11,110,31514,31537,1
1038,253,9,10,112,31515,31538,1
596,48,0,11,142,31516,31539,1
909,203,13,13,93,31517,31540,1
797,86,5,8,0,31518,31541,1
359,25,4,10,59,31519,31542,1
151,48,59,11,0,31520,31543,1
303,0,1,8,0,31521,31544,1
91,10,6,15,140,31522,31545,1
218,84,13,6,21,31523,31546,1
312,128,7,10,61,31524,31547,1
1279,1014,13,12,80,31525,31548,1
280,33,9,8,71,31526,31549,1
354,121,34,13,24,31527,31550,1
436,68,8,13,0,31528,31551,1
571,9,1,12,115,31529,31552,1
1737,290,15,14,0,31530,31553,1
651,337,112,9,155,31531,31554,1
1535,1341,374,13,59,31532,31555,1
6981,6346,66,11,69,31533,31556,1
212,49,21,8,90,31534,31557,1
428,19,1,10,9,31535,31558,1
150,1,4,15,31,31536,31559,1
1221,832,390,15,101,31537,31560,1
777,113,5,8,62,31538,31561,1
312,95,34,9,38,31539,31562,1
1029,254,146,14,82,31540,31563,1
913,304,453,9,98,31541,31564,1
636,5,0,12,80,31542,31565,1
612,284,131,10,145,31543,31566,1
210,0,0,10,28,31544,31567,1
574,26,9,7,0,31545,31568,1
881,284,28,14,142,31546,31569,1
300,1,1,9,27,31547,31570,1
555,6,3,10,0,31548,31571,1
773,190,17,15,44,31549,31572,1
306,1183,103,14,0,31550,31573,1
766,270,24,8,0,31551,31574,1
456,156,17,12,0,31552,31575,1
1659,273,41,12,86,31553,31576,1
92,3,4,6,42,31554,31577,1
133,3,16,15,68,31555,31578,1
1220,860,43,14,0,31556,31579,1
750,163,20,14,107,31557,31580,1
482,359,191,9,0,31558,31581,1
540,230,38,8,81,31559,31582,1
1251,1103,1606,15,108,31560,31583,1
736,182,15,13,31,31561,31584,1
1175,415,10,13,0,31562,31585,1
727,10,10,11,0,31563,31586,1
836,323,90,14,13,31564,31587,1
0,0,46,15,79,31565,31588,1
29,2,9,6,0,31566,31589,1
2001,349,19990,15,78,31567,31590,1
807,136,29,15,68,31568,31591,1
271,126,19,11,120,31569,31592,1
812,337,27,11,0,31570,31593,1
830,144,13,10,137,31571,31594,1
1416,747,715,13,134,31572,31595,1
1581,1223,137,11,155,31573,31596,1
142,71,16,8,111,31574,31597,1
2767,2539,55,13,50,31575,31598,1
1073,183,843,10,92,31576,31599,1
526,105,0,6,0,31577,31600,1
517,45,88,12,87,31578,31601,1
1103,786,78,11,90,31579,31602,1
108,1,1,14,33,31580,31603,1
1528,725,159,10,30,31581,31604,1
500,73,1,15,98,31582,31605,1
2721,2610,3,9,70,31583,31606,1
1805,855,176,14,141,31584,31607,1
1696,501,59,10,82,31585,31608,1
297,171,593,11,0,31586,31609,1
149,0,0,10,64,31587,31610,1
821,549,18,10,89,31588,31611,1
318,51,5,11,36,31589,31612,1
389,30,102,8,0,31590,31613,1
1278,983,211,12,88,31591,31614,1
1356,1164,76,10,0,31592,31615,1
440,32,0,12,0,31593,31616,1
8835,8120,1772,9,78,31594,31617,1
7886,7237,2479,10,71,31595,31618,1
280,16,0,13,0,31596,31619,1
317,128,9,13,44,31597,31620,1
1845,391,10,6,0,31598,31621,1
564,110,13,12,156,31599,31622,1
617,110,71,15,51,31600,31623,1
1256,963,977,15,98,31601,31624,1
1193,114,2,12,56,31602,31625,1
789,75,19,9,10,31603,31626,1
303,26,38,14,40,31604,31627,1
507,100,6,15,0,31605,31628,1
831,43,92,15,0,31606,31629,1
1971,477,801,13,154,31607,31630,1
1681,1234,529,6,75,31608,31631,1
1434,180,6,8,158,31609,31632,1
1764,418,27,11,42,31610,31633,1
585,347,99,14,21,31611,31634,1
671,634,349,12,0,31612,31635,1
2081,1900,6187,13,0,31613,31636,1
149,2,0,15,0,31614,31637,1
162,48,91,5,51,31615,31638,1
1365,1824,5725,10,96,31616,31639,1
539,102,14,12,10,31617,31640,1
286,39,23,10,92,31618,31641,1
1307,505,106,8,0,31619,31642,1
1688,1350,2581,14,144,31620,31643,1
411,45,14,11,0,31621,31644,1
717,131,56,15,0,31622,31645,1
1911,320,488,10,0,31623,31646,1
1237,179,143,15,12,31624,31647,1
109,7,6,5,0,31625,31648,1
719,397,207,13,17,31626,31649,1
116,11,3,14,0,31627,31650,1
384,108,40,11,0,31628,31651,1
805,186,498,15,20,31629,31652,1
853,209,355,7,0,31630,31653,1
346,6,2,12,97,31631,31654,1
360,4,0,12,0,31632,31655,1
2297,2092,11,15,84,31633,31656,1
198,0,1,14,23,31634,31657,1
124,1,1,15,16,31635,31658,1
1325,693,8719,15,146,31636,31659,1
975,193,2,11,151,31637,31660,1
392,0,0,10,22,31638,31661,1
611,113,2,15,157,31639,31662,1
281,14,0,11,154,31640,31663,1
231,16,0,10,148,31641,31664,1
191,1,1,14,145,31642,31665,1
616,381,1910,15,0,31643,31666,1
1446,1099,156,11,135,31644,31667,1
4218,3986,967,14,128,31645,31668,1
718,351,88,15,58,31646,31669,1
251,51,2,6,22,31647,31670,1
1999,270,1481,14,0,31648,31671,1
1073,295,23,12,81,31649,31672,1
511,96,1,12,0,31650,31673,1
1826,658,2694,14,124,31651,31674,1
849,56,10,12,0,31652,31675,1
318,28,0,11,115,31653,31676,1
1881,937,40,11,78,31654,31677,1
1775,1412,3,15,152,31655,31678,1
257,32,129,8,122,31656,31679,1
786,107,15,11,68,31657,31680,1
192,196,43,14,68,31658,31681,1
615,5,0,13,0,31659,31682,1
503,65,11,14,88,31660,31683,1
117,6,17,14,0,31661,31684,1
449,34,0,8,103,31662,31685,1
20,1,0,14,0,31663,31686,1
738,748,2,7,50,31664,31687,1
98,1,1,10,72,31665,31688,1
159,15,601,12,0,31666,31689,1
689,107,39,11,121,31667,31690,1
848,743,53,9,40,31668,31691,1
1695,593,68,15,78,31669,31692,1
672,217,17,15,108,31670,31693,1
44,8,27,10,101,31671,31694,1
506,297,14,12,72,31672,31695,1
588,244,31,12,102,31673,31696,1
205,52,75,10,0,31674,31697,1
1002,786,854,12,123,31675,31698,1
97,0,2,15,31,31676,31699,1
595,75,48,15,0,31677,31700,1
71,9,75,10,0,31678,31701,1
830,98,71,10,0,31679,31702,1
110,3,0,12,0,31680,31703,1
163,162,246,7,6,31681,31704,1
193,16,6,15,103,31682,31705,1
368,64,4,13,0,31683,31706,1
659,406,179,7,106,31684,31707,1
847,152,7,15,0,31685,31708,1
93,6,4,15,0,31686,31709,1
174,0,5,15,37,31687,31710,1
109,5,3,15,0,31688,31711,1
172,11,1,7,0,31689,31712,1
500,57,11,15,0,31690,31713,1
855,238,11,14,0,31691,31714,1
455,55,19,11,0,31692,31715,1
295,9,3,9,0,31693,31716,1
1632,1283,48,12,78,31694,31717,1
258,119,806,6,40,31695,31718,1
1062,746,271,14,0,31696,31719,1
2983,2905,2450,15,100,31697,31720,1
375,12,129,15,65,31698,31721,1
2449,2227,406,7,108,31699,31722,1
333,34,209,11,110,31700,31723,1
1938,194,192,9,11,31701,31724,1
594,64,12,11,33,31702,31725,1
801,76,1,12,0,31703,31726,1
146,55,190,13,0,31704,31727,1
210,58,263,10,0,31705,31728,1
233,54,244,13,0,31706,31729,1
1358,482,2246,12,35,31707,31730,1
541,78,2,9,0,31708,31731,1
265,172,1450,13,115,31709,31732,1
978,416,1852,10,44,31710,31733,1
562,12,5,14,0,31711,31734,1
1045,404,1925,10,65,31712,31735,1
99,101,136,13,0,31713,31736,1
1185,444,776,11,47,31714,31737,1
559,392,800,13,60,31715,31738,1
464,5,0,10,61,31716,31739,1
530,292,822,11,135,31717,31740,1
1423,846,117,13,94,31718,31741,1
36,1,6,9,0,31719,31742,1
1197,252,19,8,84,31720,31743,1
40,0,1,14,0,31721,31744,1
218,104,101,13,40,31722,31745,1
93,23,76,12,86,31723,31746,1
544,257,73,12,64,31724,31747,1
294,165,134,12,0,31725,31748,1
91,13,3,10,84,31726,31749,1
217,2,1,9,0,31727,31750,1
1153,819,7,11,0,31728,31751,1
2000,1577,146,11,109,31729,31752,1
89,33,11,15,157,31730,31753,1
279,134,185,14,104,31731,31754,1
609,263,104,15,34,31732,31755,1
209,8,0,13,0,31733,31756,1
73,0,0,12,149,31734,31757,1
135,12,0,12,0,31735,31758,1
372,12,26,13,88,31736,31759,1
241,44,9,8,38,31737,31760,1
1145,663,377,6,88,31738,31761,1
215,39,50,15,21,31739,31762,1
242,2,6,8,0,31740,31763,1
285,100,140,15,94,31741,31764,1
973,108,3,12,76,31742,31765,1
727,135,4,10,80,31743,31766,1
338,25,5,15,79,31744,31767,1
1661,378,8,13,80,31745,31768,1
1763,183,4,13,65,31746,31769,1
280,51,513,14,51,31747,31770,1
415,0,2,10,60,31748,31771,1
1113,192,1,14,91,31749,31772,1
1253,346,19,14,68,31750,31773,1
112,38,17,15,80,31751,31774,1
244,98,18,10,0,31752,31775,1
835,631,37,9,102,31753,31776,1
129,17,20,14,101,31754,31777,1
517,39,64,14,0,31755,31778,1
423,147,0,10,0,31756,31779,1
412,65,42,10,0,31757,31780,1
7547,7907,278,12,96,31758,31781,1
1349,676,256,9,135,31759,31782,1
642,167,318,12,32,31760,31783,1
510,452,322,14,118,31761,31784,1
437,33,0,15,74,31762,31785,1
231,18,0,15,0,31763,31786,1
1243,337,189,8,0,31764,31787,1
66,17,35,15,37,31765,31788,1
2000,1366,1913,10,42,31766,31789,1
588,417,6,13,98,31767,31790,1
688,223,581,11,64,31768,31791,1
1003,194,289,12,48,31769,31792,1
416,215,74,10,32,31770,31793,1
1002,642,314,12,132,31771,31794,1
1651,352,87,11,116,31772,31795,1
506,73,53,7,0,31773,31796,1
198,41,1,13,88,31774,31797,1
630,123,1,8,68,31775,31798,1
1015,824,18211,14,0,31776,31799,1
120,11,4,15,87,31777,31800,1
168,44,6,15,61,31778,31801,1
1067,704,425,15,82,31779,31802,1
95,0,0,7,66,31780,31803,1
221,9,5,11,0,31781,31804,1
761,0,0,8,0,31782,31805,1
438,212,41,15,88,31783,31806,1
582,393,1325,10,125,31784,31807,1
1516,345,8,7,85,31785,31808,1
540,95,7,7,99,31786,31809,1
435,20,58,11,63,31787,31810,1
812,334,5,10,50,31788,31811,1
1250,412,502,12,124,31789,31812,1
869,2,0,9,31,31790,31813,1
1097,45,1,14,37,31791,31814,1
623,68,17,15,132,31792,31815,1
161,40,207,9,0,31793,31816,1
1999,1007,61,14,156,31794,31817,1
164,47,422,11,0,31795,31818,1
87,4,6,10,0,31796,31819,1
102,2,4,13,106,31797,31820,1
473,180,9,9,95,31798,31821,1
355,256,505,10,22,31799,31822,1
9023,8657,443,7,66,31800,31823,1
896,672,210,8,0,31801,31824,1
1163,941,1310,11,118,31802,31825,1
156,9,2,11,85,31803,31826,1
1312,839,888,15,23,31804,31827,1
496,64,7,8,0,31805,31828,1
1552,623,245,14,78,31806,31829,1
1106,140,4,13,96,31807,31830,1
488,290,35,13,0,31808,31831,1
64,30,1808,9,86,31809,31832,1
420,23,54,13,0,31810,31833,1
163,10,12,11,11,31811,31834,1
1637,494,118,13,51,31812,31835,1
797,154,433,8,45,31813,31836,1
1364,829,961,10,20,31814,31837,1
1054,230,203,15,147,31815,31838,1
162,31,132,8,0,31816,31839,1
687,149,58,13,58,31817,31840,1
683,361,97,15,152,31818,31841,1
1360,182,8,14,87,31819,31842,1
1963,189,6,15,79,31820,31843,1
1630,1192,98,11,0,31821,31844,1
106,1,0,11,0,31822,31845,1
845,286,247,6,89,31823,31846,1
165,1,0,13,0,31824,31847,1
371,3,0,13,0,31825,31848,1
267,36,18,15,98,31826,31849,1
366,190,123,7,30,31827,31850,1
1012,267,30,15,89,31828,31851,1
321,1,0,9,0,31829,31852,1
939,794,683,11,53,31830,31853,1
101,127,491,13,100,31831,31854,1
491,103,77,11,52,31832,31855,1
956,303,24,14,70,31833,31856,1
3322,3074,522,13,52,31834,31857,1
287,52,31,9,12,31835,31858,1
1372,756,155,11,75,31836,31859,1
183,134,1,11,0,31837,31860,1
705,106,101,9,0,31838,31861,1
1384,434,49,15,71,31839,31862,1
183,1,0,12,0,31840,27482,1
109,0,0,11,0,31841,31863,1
401,163,3,11,86,31842,31864,1
996,536,17,10,160,31843,31865,1
449,10,11,13,0,31844,31866,1
275,1,2,10,0,31845,31867,1
923,20,2,13,116,31846,31868,1
695,192,2,15,131,31847,31869,1
1089,834,31,12,136,31848,31870,1
288,3,1,14,0,31849,31871,1
1109,314,14,12,75,31850,31872,1
112,4,1,10,109,31851,31873,1
181,57,81,6,138,31852,31874,1
360,69,11,11,155,31853,31875,1
543,215,129,8,0,31854,31876,1
1952,1862,2115,12,126,31855,31877,1
4207,4579,46,14,102,31856,31878,1
122,87,130,15,67,31857,31879,1
1904,911,3214,11,0,31858,31880,1
438,110,1,12,51,31859,31881,1
436,103,0,10,33,31860,31882,1
441,110,0,13,52,31861,31883,1
436,109,0,12,108,31862,31884,1
435,100,0,13,44,31863,31885,1
435,103,0,11,21,31864,31886,1
918,561,0,11,74,31865,31887,1
432,75,0,14,39,31866,31888,1
428,108,0,10,37,31867,26989,1
435,93,0,11,36,31868,31889,1
433,72,0,13,40,31869,31890,1
1323,250,16,7,143,31870,31891,1
434,82,0,12,61,31871,31892,1
442,110,0,14,24,31872,31889,1
419,67,0,12,17,31873,31893,1
200,135,0,10,55,31874,31894,1
209,150,0,11,29,31875,31895,1
245,53,0,11,33,31876,31896,1
397,282,25,14,0,31877,31897,1
1742,563,69,9,0,31878,31898,1
347,40,5,15,144,31879,31899,1
817,640,1,15,87,31880,31900,1
296,48,1,10,0,31881,31901,1
786,376,647,15,134,31882,31902,1
1016,265,2186,15,58,31883,31903,1
247,12,1,13,48,31884,31904,1
1074,972,306,14,93,31885,31905,1
499,126,11,13,134,31886,31906,1
734,376,32,14,152,31887,31907,1
1528,375,23,12,101,31888,31908,1
902,461,40,14,135,31889,31909,1
490,186,7,14,0,31890,31910,1
865,434,83,10,82,31891,31911,1
275,17,37,9,102,31892,31912,1
1536,494,50,14,72,31893,31913,1
791,407,38,13,132,31894,31914,1
191,79,11,11,94,31895,31915,1
2000,1001,88,15,102,31896,31916,1
1314,775,822,10,134,31897,31917,1
3096,3198,83,15,87,31898,31918,1
293,323,1727,11,78,31899,31919,1
1498,1027,70,15,65,31900,31920,1
293,121,0,9,0,31901,31921,1
1030,960,210,14,0,31902,31922,1
3708,3686,263,14,101,31903,31923,1
1318,766,9,12,0,31904,31924,1
524,142,29,15,90,31905,31925,1
413,69,42,9,0,31906,31926,1
192,27,5,15,136,31907,31927,1
229,3,1,14,0,31908,31928,1
404,19,20,11,39,31909,31929,1
349,143,2,15,53,31910,31930,1
3973,3830,2090,12,77,31911,31931,1
28,3,5,14,0,31912,31932,1
1735,1355,462,11,86,31913,31933,1
225,82,105,8,0,31914,31934,1
1666,1289,545,13,25,31915,31935,1
201,5,2,11,33,31916,31936,1
414,16,2,14,0,31917,31937,1
94,1,0,10,0,31918,30344,1
147,2,1,11,0,31919,31938,1
174,10,0,8,0,31920,31939,1
126,3,0,14,68,31921,31940,1
1995,1306,358,15,143,31922,31941,1
374,16,4,13,0,31923,31942,1
250,16,2,13,0,31924,31943,1
996,165,103,10,27,31925,31944,1
376,363,95,7,93,31926,31945,1
865,520,246,13,124,31927,31946,1
409,51,3,14,106,31928,31947,1
694,366,267,14,122,31929,31948,1
880,215,29,8,157,31930,31949,1
1615,1499,14,5,157,31931,31950,1
137,62,95,9,151,31932,31951,1
1643,173,128,15,0,31933,31952,1
326,5,1,14,0,31934,31953,1
494,62,72,13,135,31935,31954,1
885,384,131,11,120,31936,31955,1
1580,176,42,12,92,31937,31956,1
92,2,0,15,0,31938,31957,1
1066,666,68,11,0,31939,31958,1
2233,2034,121,14,114,31940,31959,1
2021,2302,1500,12,159,31941,31960,1
27,3,14,9,0,31942,31961,1
1956,1388,49,7,42,31943,31962,1
1616,981,97,9,101,31944,31963,1
128,5,3,12,0,31945,31964,1
597,411,112,12,83,31946,31965,1
1918,915,23,15,0,31947,31966,1
140,0,1,13,83,31948,31967,1
194,111,2,12,75,31949,31968,1
920,123,96,10,95,31950,31969,1
1767,153,99,7,45,31951,31970,1
173,0,1,9,0,31952,31971,1
531,106,1,10,0,31953,31972,1
53,11,76,13,0,31954,31973,1
872,122,12,14,27,31955,31974,1
1627,1047,196,11,111,31956,31975,1
1733,1105,10,8,0,31957,31976,1
1753,930,531,10,78,31958,31977,1
1555,1125,918,14,103,31959,31978,1
1771,1223,8219,12,151,31960,31979,1
1235,79,733,10,0,31961,31980,1
1599,687,23,15,0,31962,31981,1
1800,807,67,9,0,31963,31982,1
1019,14,9,14,137,31964,31983,1
1419,145,611,9,0,31965,31984,1
1411,492,3,10,40,31966,31985,1
1004,297,100,12,134,31967,31986,1
474,189,30,11,75,31968,31987,1
1105,715,102,13,0,31969,31988,1
1942,440,104,12,121,31970,31989,1
498,201,4831,10,90,31971,31990,1
138,31,22,8,53,31972,31991,1
2566,2331,472,8,23,31973,31992,1
1884,808,846,10,109,31974,31993,1
450,303,226,13,50,31975,31994,1
2585,2394,370,13,0,31976,31995,1
1456,1317,350,11,105,31977,31996,1
1270,1376,30,14,0,31978,31997,1
1450,857,48,14,38,31979,31998,1
1815,1329,19,14,82,31980,31999,1
97,8,0,14,0,31981,32000,1
97,8,0,11,0,31982,32001,1
211,0,1,14,0,31983,32002,1
1193,121,83,15,0,31984,32003,1
1156,153,94,13,58,31985,32004,1
1718,2609,228,9,78,31986,32005,1
893,164,353,13,33,31987,32006,1
298,144,6,7,1,31988,32007,1
192,25,14,10,0,31989,32008,1
1478,560,9,13,152,31990,32009,1
16604,16017,415,6,75,31991,32010,1
185,0,0,10,52,31992,32011,1
791,86,1,12,0,31993,32012,1
158,26,12,14,0,31994,32013,1
14,1,3,10,0,31995,32014,1
452,63,1,8,0,31996,32015,1
146,16,1,15,0,31997,32016,1
1010,123,7,12,35,31998,32017,1
105,0,0,12,31,31999,32018,1
49,0,0,8,0,32000,32019,1
872,189,21,14,20,32001,32020,1
874,2331,131,13,0,32002,32021,1
103,4,4,11,135,32003,32022,1
760,178,11,10,0,32004,32023,1
770,723,27,11,0,32005,32024,1
103,0,4,13,114,32006,32025,1
1730,641,6,13,62,32007,32026,1
1653,831,2,10,0,32008,32027,1
1635,807,4,12,0,32009,32028,1
534,82,4,8,0,32010,32029,1
10165,9929,501,10,93,32011,32030,1
1711,1044,75,11,0,32012,32031,1
691,133,6,8,0,32013,32032,1
1723,111,207,14,84,32014,32033,1
103,131,1,14,63,32015,32034,1
217,11,2,12,0,32016,32035,1
1631,1478,1746,8,157,32017,32036,1
682,31,31,10,0,32018,32037,1
252,45,3,13,48,32019,32038,1
227,12,12,11,0,32020,32039,1
1074,129,41,15,0,32021,32040,1
535,97,83,15,37,32022,32041,1
1299,550,11,15,146,32023,32042,1
264,118,114,10,50,32024,32043,1
1554,938,292,9,145,32025,32044,1
85,15,4,10,0,32026,32045,1
100,0,0,10,75,32027,32046,1
783,372,335,8,123,32028,32047,1
1085,461,48,14,74,32029,32048,1
315,259,47,14,132,32030,32049,1
910,614,534,10,141,32031,32050,1
726,4,3,13,140,32032,32051,1
842,45,5,8,116,32033,32052,1
318,43,7,14,0,32034,32053,1
189,3,3,11,160,32035,32054,1
787,256,12,15,95,32036,32055,1
64,0,0,14,0,32037,32056,1
666,80,35,12,148,32038,32057,1
1019,153,0,11,0,32039,32058,1
276,176,260,9,0,32040,32059,1
400,285,177,14,157,32041,32060,1
1184,359,4,8,0,32042,32061,1
589,14,129,8,0,32043,32062,1
919,165,22,15,147,32044,32063,1
1558,443,820,13,38,32045,32064,1
261,4,0,11,0,32046,32065,1
143,116,74,14,0,32047,32066,1
420,53,4,12,50,32048,32067,1
218,17,2,13,86,32049,32068,1
737,80,1,13,0,32050,32069,1
142,9,5,5,0,32051,32070,1
382,71,6,13,80,32052,32071,1
488,22,24,15,70,32053,32072,1
50,0,15,15,0,32054,32073,1
412,138,109,11,0,32055,32074,1
1561,1361,377,13,0,32056,32075,1
251,64,56,10,51,32057,32076,1
1414,920,26,8,45,32058,32077,1
1705,550,4,6,154,32059,32078,1
1936,1531,95,12,147,32060,32079,1
278,127,922,12,152,32061,32080,1
1540,1018,3,11,0,32062,32081,1
398,35,11,15,116,32063,32082,1
110,12,3,9,33,32064,32083,1
1905,846,8,11,36,32065,32084,1
161,4,0,14,0,32066,32085,1
1715,522,101,15,12,32067,32086,1
1151,363,409,12,129,32068,32087,1
1089,164,1903,7,33,32069,32088,1
382,5,0,10,0,32070,32089,1
249,42,2,15,0,32071,32090,1
1994,1158,831,11,111,32072,32091,1
3555,3493,45,9,22,32073,32092,1
1931,1735,1279,8,77,32074,32093,1
144,44,12,15,133,32075,32094,1
408,25,0,11,0,32076,32095,1
650,260,3,15,52,32077,32096,1
1650,65,2,15,0,32078,32097,1
506,642,34,11,54,32079,32098,1
1706,823,108,13,0,32080,32099,1
2379,2207,829,9,109,32081,32100,1
174,104,2703,8,0,32082,32101,1
396,2,0,12,0,32083,32102,1
1128,1030,1,9,44,32084,32103,1
168,1,1,12,67,32085,32104,1
423,35,37,12,0,32086,32105,1
1622,919,924,13,43,32087,32106,1
288,15,37,13,0,32088,32107,1
278,18,37,12,0,32089,32108,1
204,30,53,14,0,32090,32109,1
349,103,15,11,116,32091,32110,1
251,225,21,15,80,32092,32111,1
2001,584,496,9,0,32093,32112,1
769,330,1318,11,136,32094,32113,1
128,35,79,14,79,32095,32114,1
443,402,21,11,68,32096,32115,1
662,87,157,5,83,32097,32116,1
347,7,3,13,67,32098,32117,1
508,5,2,13,37,32099,32118,1
539,14,4,14,38,32100,32119,1
1792,615,502,13,35,32101,32120,1
466,899,132,11,122,32102,32121,1
49,0,25,9,57,32103,32122,1
1782,792,596,13,42,32104,32123,1
748,69,13,8,74,32105,32124,1
351,37,3,13,146,32106,32125,1
40,4,27,13,52,32107,32126,1
1004,612,31,15,48,32108,32127,1
1248,221,1671,7,33,32109,32128,1
2403,2185,77,9,41,32110,32129,1
1903,1385,115,6,63,32111,32130,1
4966,4840,33,15,158,32112,32131,1
3513,3235,2536,10,0,32113,32132,1
771,105,1,8,0,32114,32133,1
243,39,356,13,0,32115,32134,1
1377,70,0,13,155,32116,32135,1
772,409,6,10,0,32117,32136,1
1473,94,1,9,124,32118,32137,1
923,395,14,11,55,32119,32138,1
588,270,25,12,0,32120,32139,1
1999,278,9,13,71,32121,32140,1
271,0,1,12,93,32122,32141,1
61,14,1,12,107,32123,32142,1
849,364,59,12,140,32124,32143,1
401,76,4,10,0,32125,32144,1
90,36,1,15,0,32126,32145,1
881,755,174,9,38,32127,32146,1
999,279,557,11,48,32128,32147,1
99,33,112,15,33,32129,32148,1
840,781,1230,10,136,32130,32149,1
597,10,1,15,99,32131,32150,1
1329,657,626,14,83,32132,32151,1
885,366,18,15,0,32133,32152,1
1567,649,1215,11,98,32134,32153,1
632,128,36,15,0,32135,32154,1
1131,320,4,10,92,32136,32155,1
353,258,14,11,0,32137,32156,1
789,201,56,13,73,32138,32157,1
1309,1264,316,7,0,32139,32158,1
1838,192,213,15,0,32140,32159,1
706,26,3,10,0,32141,32027,1
341,44,117,13,0,32142,32160,1
176,216,2055,12,0,32143,32161,1
238,181,129,12,0,32144,32162,1
559,129,21,10,0,32145,32163,1
46,2,1,11,92,32146,32164,1
690,764,39,10,74,32147,32165,1
2544,2312,443,13,134,32148,32166,1
590,44,0,11,0,32149,32167,1
1,0,1,10,0,32150,32168,1
99,8,1,8,0,32151,32169,1
536,14,35,15,48,32152,32170,1
2,0,1,15,0,32153,32171,1
179,6,2,13,51,32154,32172,1
392,7,3,15,0,32155,32173,1
1933,1433,341,12,80,32156,32174,1
659,49,3,13,145,32157,32175,1
332,131,11,10,43,32158,32176,1
1076,127,0,12,0,32159,32177,1
160,3,5,11,0,32160,32178,1
75,1,1,8,91,32161,32179,1
14,0,0,14,52,32162,32180,1
1948,1847,430,15,127,32163,32181,1
295,38,8,12,63,32164,32182,1
1019,396,49,8,156,32165,32183,1
613,307,21,9,0,32166,32184,1
161,101,5,12,40,32167,32185,1
8,0,0,15,0,32168,32186,1
